p,kind,replicate,seed,num_cycles,fixed_points,largest_cycle,largest_cycle_fraction,short_threshold,short_cycle_count,short_point_mass,short_point_mass_fraction,cycle_length_gcd,symmetric_cycle_count,symmetric_degree,symmetric_degree_fraction,paired_cycle_pair_count,paired_base_degree
193,matched_reversible,2,9799304799765559740,197,2,757,0.0203226932266638,193,120,9885,0.26537625171145535,1,193,37221,0.9992483019678381,2,14
193,uniform_permutation,3,7133707785627456846,8,0,26174,0.7026765819216624,193,3,247,0.006631050497999946,1,,,,,
193,matched_reversible,3,3571325912392214684,199,0,950,0.02550404037692287,193,131,10536,0.2828532309592204,1,193,37029,0.9940938011758705,3,110
193,uniform_permutation,4,4777408410583796367,9,0,31788,0.8533920373701307,193,6,172,0.004617573626137615,1,,,,,
193,matched_reversible,4,6084733208113855409,197,3,842,0.02260463368144111,193,126,9953,0.2672018040752772,1,193,36995,0.9931810249939595,2,127
193,uniform_permutation,5,13639719879423614537,9,1,28140,0.755456522322747,193,4,242,0.006496818706542458,1,,,,,
193,matched_reversible,5,6884960387339264796,199,3,1101,0.029557840478939033,193,131,10565,0.2836317753496738,1,193,37193,0.9984966039356761,3,28
193,uniform_permutation,6,14067021311542447650,9,1,30051,0.8067599130177991,193,5,69,0.0018523987221133454,1,,,,,
193,matched_reversible,6,5472234613067961801,197,3,1675,0.04496765013825874,193,126,9796,0.262986925823512,1,193,36809,0.988187602351741,2,220
193,uniform_permutation,7,1120617451049886575,8,1,34471,0.9254208166662192,193,5,56,0.0015033960643238745,1,,,,,
193,matched_reversible,7,6349372810208192262,203,5,1565,0.04201455072619399,193,137,10703,0.2873365727939005,1,193,37041,0.9944159574753685,5,104
193,uniform_permutation,8,12293073786348190039,11,2,31963,0.8580901500711429,193,6,78,0.002094015946736825,1,,,,,
193,matched_reversible,8,10540402242560965225,195,0,897,0.02408118338747349,193,125,10444,0.28038336599640257,1,193,37233,0.999570458267336,1,8
193,uniform_permutation,9,1379384453357380516,9,1,10877,0.2920078391366211,193,4,64,0.0017181669306558566,1,,,,,
193,matched_reversible,9,4342167998968583248,195,1,1130,0.030336384869392465,193,126,9104,0.2444092458857956,1,193,37239,0.999731536417085,1,5
193,uniform_permutation,10,6736865158640330331,8,1,35353,0.9490993046793202,193,5,494,0.013262100995999893,1,,,,,
193,matched_reversible,10,10977027995506496990,199,7,1021,0.027410131815619212,193,119,9348,0.25095975730892106,1,193,37147,0.9972616714542673,3,51
193,uniform_permutation,11,8335767775845170788,7,0,19346,0.5193696475073156,193,3,52,0.0013960106311578834,1,,,,,
193,matched_reversible,11,13721618835994840379,197,2,1075,0.02885983516336009,193,127,10469,0.28105452495369004,1,193,37243,0.999838921850251,2,3
193,uniform_permutation,12,16730545059916284637,9,0,17945,0.4817578995409273,193,5,323,0.008671373728153776,1,,,,,
193,matched_reversible,12,6614213428433084637,195,0,854,0.022926789980939086,193,124,10096,0.27104083331096135,1,193,37221,0.9992483019678381,1,14
193,uniform_permutation,13,10187267967670422294,11,1,15948,0.42814572203280626,193,6,323,0.008671373728153776,1,,,,,
193,matched_reversible,13,505425197835690544,201,2,1153,0.030953851110096915,193,131,10092,0.2709334478777954,1,193,37219,0.999194609251255,4,15
193,uniform_permutation,14,15402320197537054045,15,3,21973,0.5898950307390802,193,10,246,0.006604204139708449,1,,,,,
193,matched_reversible,14,6701282898481570290,197,1,1103,0.029611533195522028,193,128,9928,0.26653064511798974,1,193,37199,0.9986576820854252,2,25
193,uniform_permutation,15,4463711526400524338,9,1,18788,0.5043893795806599,193,5,40,0.0010738543316599104,1,,,,,
193,matched_reversible,15,7653715758535948938,197,2,1234,0.033128406131708234,193,126,9723,0.2610271416682327,1,193,37201,0.9987113748020081,2,24
197,uniform_permutation,0,14880193893994506293,14,2,33567,0.8649282382952408,197,8,117,0.003014764616454946,1,,,,,
197,matched_reversible,0,12797374674841297059,199,0,1229,0.031667912082248964,197,131,11685,0.3010899533613337,1,197,38803,0.9998453966863357,1,3
197,uniform_permutation,1,5530180812881389743,10,0,12930,0.3331701409466876,197,2,142,0.00365894509005643,1,,,,,
197,matched_reversible,1,17247368080665834236,199,0,1421,0.03661521811950836,197,133,11483,0.29588497513463374,1,197,38803,0.9998453966863357,1,3
197,uniform_permutation,2,3940465727276036552,9,1,33699,0.8683295111958567,197,6,75,0.0019325414208044526,1,,,,,
197,matched_reversible,2,4325701840947851958,205,3,1108,0.02855007859001778,197,129,9292,0.23942899842819965,1,197,38635,0.9955165039037337,4,87
197,uniform_permutation,3,12161929633738326505,11,0,15067,0.3882346878301425,197,6,240,0.006184132546574248,1,,,,,
197,matched_reversible,3,545651294022865844,201,1,860,0.022159808291891056,197,128,10190,0.26256796103996494,1,197,38747,0.9984024324254683,2,31
197,uniform_permutation,4,10344350229775303132,12,1,12382,0.3190497049653431,197,5,234,0.006029529232909892,1,,,,,
197,matched_reversible,4,6702828079543331291,197,0,789,0.02033033574686284,197,118,9741,0.2509984797340823,1,197,38809,1.0,0,0
197,uniform_permutation,5,15847596112900315488,10,1,10295,0.2652735190290912,197,2,4,0.00010306887577623747,1,,,,,
197,matched_reversible,5,9776442085651124116,203,1,876,0.022572083794996006,197,129,11013,0.2837743822309258,1,197,38639,0.9956195727795099,3,85
197,uniform_permutation,6,943650386310978047,13,1,33028,0.8510397072843928,197,9,188,0.004844237161483161,1,,,,,
197,matched_reversible,6,852319320411360389,197,1,1000,0.025767218944059367,197,124,11380,0.2932309515833956,1,197,38809,1.0,0,0
197,uniform_permutation,7,15689700623032689244,9,1,27320,0.7039604215517019,197,4,132,0.0034012729006158366,1,,,,,
197,matched_reversible,7,1817165131012489384,201,2,722,0.018603932077610862,197,125,10551,0.2718699270787704,1,197,38789,0.9994846556211188,2,10
197,uniform_permutation,8,13206865313995806961,14,1,20993,0.5409312272926383,197,7,278,0.007163286866448505,1,,,,,
197,matched_reversible,8,2724750760750722886,199,6,936,0.02411811693163957,197,120,10203,0.2629029348862377,1,197,38683,0.9967533304130485,1,63
197,uniform_permutation,9,12435347196785656773,7,1,24473,0.630601149217965,197,4,254,0.006544873611791079,1,,,,,
197,matched_reversible,9,15039878841988942528,201,0,980,0.02525187456517818,197,130,10545,0.27171532376510604,1,197,38663,0.9962379860341674,2,73
197,uniform_permutation,10,5899388624381175485,12,0,14731,0.37957690226493856,197,6,21,0.0005411115978252467,1,,,,,
197,matched_reversible,10,9839679114267846226,197,0,1197,0.030843361076039064,197,126,10963,0.28248602128372285,1,197,38809,1.0,0,0
197,uniform_permutation,11,16291198784768023354,12,3,34289,0.8835321703728517,197,7,292,0.007524027931665335,1,,,,,
197,matched_reversible,11,14355471856372804923,199,0,981,0.02527764178412224,197,125,9732,0.25076657476358577,1,197,38789,0.9994846556211188,1,10
197,uniform_permutation,12,6509287670324821513,9,0,30891,0.795975160400938,197,5,290,0.007472493493777216,1,,,,,
197,matched_reversible,12,17345339862254878914,201,2,1484,0.0382385529129841,197,134,10302,0.26545388956169963,1,197,38785,0.9993815867453426,2,12
197,uniform_permutation,13,10308052973711066320,16,1,20459,0.5271715323765106,197,7,434,0.011182973021721766,1,,,,,
197,matched_reversible,13,17121855485407682988,203,2,893,0.023010126517045017,197,124,9912,0.2554046741735165,1,197,38739,0.9981962946739158,3,35
197,uniform_permutation,14,1661236449486411187,16,1,31441,0.8101471308201705,197,10,369,0.009508103790357906,1,,,,,
197,matched_reversible,14,6478033182806592473,205,4,1139,0.02934886237728362,197,138,10941,0.28191914246695354,1,197,38675,0.996547192661496,4,67
197,uniform_permutation,15,7750647030517631492,11,1,22926,0.590739261511505,197,5,209,0.005385348759308408,1,,,,,
197,matched_reversible,15,1979247623951025533,205,0,1434,0.036950191965781136,197,135,10344,0.2665361127573501,1,197,38731,0.9979901569223634,4,39
199,uniform_permutation,0,17196097017247579546,13,1,25517,0.6443524153430469,199,6,305,0.007701825711471932,1,,,,,
199,matched_reversible,0,1038073812389933015,199,0,940,0.02373677432388071,199,120,9129,0.23052448170500744,1,199,39601,1.0,0,0
199,uniform_permutation,1,7063633832786106582,4,0,39278,0.9918436403121134,199,2,113,0.0028534632963814043,1,,,,,
199,matched_reversible,1,12107042717112194036,205,0,1034,0.02611045175626878,199,130,10002,0.2525693795611222,1,199,39337,0.9933335016792505,3,132
199,uniform_permutation,2,3578272212557192407,10,2,35920,0.9070478018231862,199,4,43,0.0010858311658796494,1,,,,,
199,matched_reversible,2,3066452407907800430,199,1,959,0.024216560187874044,199,128,10754,0.2715587990202268,1,199,39601,1.0,0,0
199,uniform_permutation,3,1347537428281621803,10,2,37022,0.9348753819347996,199,6,181,0.004570591651725966,1,,,,,
199,matched_reversible,3,12227977086277358819,199,0,1865,0.04709477033408247,199,133,11130,0.281053508749779,1,199,39601,1.0,0,0
199,uniform_permutation,4,2847664823401186335,7,0,36876,0.9311886063483246,199,3,192,0.004848362415090528,1,,,,,
199,matched_reversible,4,8317897797473331195,203,2,1074,0.027120527259412643,199,129,9022,0.2278225297340976,1,199,39425,0.995555667786167,2,88
199,uniform_permutation,5,13794255651257151036,7,1,28057,0.708492209792682,199,2,20,0.00050503775157193,1,,,,,
199,matched_reversible,5,9784754966045712561,201,2,977,0.02467109416428878,199,125,10064,0.2541349965909952,1,199,39597,0.9998989924496856,1,2
199,uniform_permutation,6,15772448255694737340,9,1,36530,0.9224514532461301,199,5,84,0.002121158556602106,1,,,,,
199,matched_reversible,6,11539680780131831118,207,2,947,0.023913537536930887,199,136,10576,0.2670639630312366,1,199,38191,0.964394838514179,4,705
199,uniform_permutation,7,7179349183090978860,14,1,19303,0.48743718592964824,199,8,125,0.0031564859473245627,1,,,,,
199,matched_reversible,7,8000038419493680409,207,3,1342,0.0338880331304765,199,129,9574,0.24176157167748288,1,199,39531,0.9982323678694982,4,35
199,uniform_permutation,8,1575889457250132816,7,0,31308,0.7905860963106992,199,4,80,0.00202015100628772,1,,,,,
199,matched_reversible,8,6452547613549243345,209,3,1509,0.03810509835610212,199,143,11408,0.2880735334966289,1,199,39243,0.9909598242468625,5,179
199,uniform_permutation,9,8814405773832564558,16,0,15091,0.3810762354485998,199,5,250,0.006312971894649125,1,,,,,
199,matched_reversible,9,7195802769946325992,201,1,869,0.021943890305800358,199,125,10438,0.26357920254539025,1,199,39587,0.9996464735738997,1,7
199,uniform_permutation,10,5367745976420313956,11,0,18739,0.4731951213353198,199,5,466,0.011767379611625968,1,,,,,
199,matched_reversible,10,14261338143468342545,207,7,1177,0.02972147168000808,199,139,11732,0.29625514507209416,1,199,39367,0.9940910583066084,4,117
199,uniform_permutation,11,3887803964909028645,9,0,18721,0.47274058735890506,199,2,6,0.000151511325471579,1,,,,,
199,matched_reversible,11,17665600530790148024,205,2,1161,0.029317441478750535,199,128,10389,0.26234186005403903,1,199,39581,0.999494962248428,3,10
199,uniform_permutation,12,4440015003878406927,15,2,18059,0.4560238377818742,199,5,66,0.001666624580187369,1,,,,,
199,matched_reversible,12,9793313962952887144,201,2,1256,0.031716370798717204,199,131,11128,0.28100300497462183,1,199,39573,0.9992929471477993,1,14
199,uniform_permutation,13,949232896067610684,15,1,8597,0.2170904775131941,199,6,187,0.004722102977197546,1,,,,,
199,matched_reversible,13,18056158176460166299,211,1,1286,0.0324739274260751,199,147,11242,0.2838817201585819,1,199,39469,0.9966667508396253,6,66
199,uniform_permutation,14,17200198883009315007,11,0,18360,0.46362465594303176,199,7,162,0.004090805787732633,1,,,,,
199,matched_reversible,14,12859529751341534580,201,2,1935,0.048862402464584224,199,134,10435,0.2635034468826545,1,199,39505,0.9975758187924547,1,48
199,uniform_permutation,15,17272161041943587200,10,2,31613,0.7982879220221711,199,3,8,0.000202015100628772,1,,,,,
199,matched_reversible,15,15360629651576638015,203,0,879,0.022196409181586323,199,127,10078,0.2544885230170955,1,199,39495,0.9973232999166688,2,53
211,uniform_permutation,0,13838702964969342252,11,0,26521,0.5956964129287302,211,2,31,0.0006963006221782979,1,,,,,
211,matched_reversible,0,16117754285046807774,213,4,983,0.022079468116169898,211,134,12236,0.27483659396689203,1,211,44495,0.999416005929786,1,13
211,uniform_permutation,1,5156752851351609419,11,2,34586,0.7768468812470519,211,6,231,0.005188562700747961,1,,,,,
211,matched_reversible,1,4471726867895895031,215,3,1435,0.032231980413737336,211,140,12293,0.2761168886592844,1,211,44455,0.998517553514072,2,33
211,uniform_permutation,2,14245812423241881523,13,1,37548,0.8433772826306687,211,9,269,0.006042092495676198,1,,,,,
211,matched_reversible,2,13034194626747345644,213,2,918,0.020619482940634756,211,129,11752,0.26396531973675347,1,211,44451,0.9984277082725006,1,35
211,uniform_permutation,3,3029749173227616837,9,2,20501,0.46047932436378336,211,5,58,0.0013027560027852026,1,,,,,
211,matched_reversible,3,7047634634927885821,213,1,1266,0.02843601895734597,211,134,10846,0.24361537252083287,1,211,44495,0.999416005929786,1,13
211,uniform_permutation,4,7816427956397363674,14,2,23227,0.5217088564946879,211,12,413,0.009276521192246355,1,,,,,
211,matched_reversible,4,17035109324150383535,215,3,1142,0.02565081646863278,211,138,11436,0.2568675456526134,1,211,44501,0.9995507737921431,2,10
211,uniform_permutation,5,5234436077757278089,10,2,41122,0.9236540059747086,211,6,75,0.001684598279463624,1,,,,,
211,matched_reversible,5,8724213637002273733,217,2,1302,0.02924462613148851,211,143,11898,0.2672446710541093,1,211,44453,0.9984726308932863,3,34
211,uniform_permutation,6,2731600560156500166,11,0,28139,0.6320388131443588,211,6,296,0.006648547876283102,1,,,,,
211,matched_reversible,6,13761293423720051404,211,0,1427,0.03205228993059455,211,135,12426,0.2791042429415332,1,211,44521,1.0,0,0
211,uniform_permutation,7,2659371645468165676,8,0,38333,0.8610094112890546,211,4,115,0.0025830506951775565,1,,,,,
211,matched_reversible,7,8555161389284552553,213,1,1042,0.023404685429347948,211,128,11559,0.2596302868309337,1,211,44505,0.9996406190337144,1,8
211,uniform_permutation,8,13811263467688399560,11,2,35140,0.7892904472046899,211,4,223,0.005008872217605175,1,,,,,
211,matched_reversible,8,16152284798162017656,219,3,1039,0.023337301498169403,211,145,12235,0.2748141326564992,1,211,44487,0.9992363154466432,4,17
211,uniform_permutation,9,12712780897245369944,16,0,29685,0.6667639990117024,211,10,282,0.006334089530783226,1,,,,,
211,matched_reversible,9,7315014585795741157,217,1,1138,0.025560971227061385,211,139,11637,0.2613822690415759,1,211,44401,0.9973046427528582,3,60
211,uniform_permutation,10,11455795948786988535,12,1,21975,0.4935872958828418,211,8,417,0.009366366433817748,1,,,,,
211,matched_reversible,10,18102477116818266128,215,1,1130,0.0253812807439186,211,133,11466,0.2575413849643988,1,211,44511,0.9997753868960715,2,5
211,uniform_permutation,11,17307475303379797544,14,2,34335,0.771209092338447,211,10,267,0.005997169874890501,1,,,,,
211,matched_reversible,11,5113230882854102043,215,2,954,0.021428090114777296,211,140,11549,0.25940567372700524,1,211,44379,0.9968104939242155,2,71
211,uniform_permutation,12,5773307568004348071,14,3,14778,0.33193324498551247,211,6,52,0.0011679881404281125,1,,,,,
211,matched_reversible,12,9229503382818081354,211,3,1173,0.026347117090811077,211,129,10926,0.24541227735226073,1,211,44521,1.0,0,0
211,uniform_permutation,13,10380569999051235282,10,1,40309,0.9053929606253229,211,7,207,0.004649491251319602,1,,,,,
211,matched_reversible,13,3787256063545280144,215,3,1208,0.02713326295456077,211,128,11365,0.25527279261472113,1,211,44449,0.9983827856517149,2,36
211,uniform_permutation,14,18067878350188529190,12,0,24219,0.5439904764043935,211,3,138,0.003099660834213068,1,,,,,
211,matched_reversible,14,4532038690675103044,215,4,1341,0.030120617236809595,211,145,12212,0.27429752251746364,1,211,44459,0.9986073987556434,2,31
211,uniform_permutation,15,4650479353693872304,9,1,26639,0.5983468475550864,211,2,26,0.0005839940702140563,1,,,,,
211,matched_reversible,15,15560913742842583140,215,1,1406,0.031580602412344734,211,140,13163,0.2956582287010624,1,211,44487,0.9992363154466432,2,17
223,uniform_permutation,0,6768799298301268448,13,0,19746,0.39707213094974764,223,4,206,0.004142452090329586,1,,,,,
223,matched_reversible,0,4376809380577080793,231,2,1386,0.02787106115144081,223,157,14642,0.29443584226507674,1,223,49319,0.9917553138008003,4,205
223,uniform_permutation,1,2899478062880856482,14,0,12516,0.251684127973617,223,5,453,0.009109372800579139,1,,,,,
223,matched_reversible,1,14880547858722099471,227,1,1410,0.028353676928954935,223,151,14211,0.2857688672605522,1,223,49319,0.9917553138008003,2,205
223,uniform_permutation,2,7216615219259623896,9,0,28905,0.5812503770435762,223,3,48,0.0009652315550282532,1,,,,,
223,matched_reversible,2,627126032603296037,225,3,1416,0.028474330873333467,223,139,12152,0.2443644553479861,1,223,49727,0.9999597820185405,1,1
223,uniform_permutation,3,12604730720072206106,7,2,40388,0.812161917593356,223,3,52,0.0010456675179472742,1,,,,,
223,matched_reversible,3,16697963495406716605,223,1,1153,0.02318566631140783,223,141,12894,0.2592853264694645,1,223,49729,1.0,0,0
223,uniform_permutation,4,8498610157451612695,11,1,28241,0.5678980071990187,223,6,355,0.007138691709063122,1,,,,,
223,matched_reversible,4,5060364916096624549,229,4,1429,0.028735747752820284,223,150,13729,0.27607633372881013,1,223,49699,0.9993967302781074,3,15
223,uniform_permutation,5,1698120917801951227,13,2,46598,0.9370387500251363,223,9,187,0.0037603812664642362,1,,,,,
223,matched_reversible,5,15784185565693692062,229,2,1411,0.02837378591968469,223,145,12802,0.257435299322327,1,223,49681,0.9990347684449717,3,24
223,uniform_permutation,6,8780259545764182973,13,3,19450,0.3911198696937401,223,8,166,0.0033380924611393754,1,,,,,
223,matched_reversible,6,2269620802387420745,231,1,1200,0.024130788875706327,223,142,12254,0.24641557240242112,1,223,49521,0.9958173299282109,4,104
223,uniform_permutation,7,10604490109491196400,8,0,40814,0.8207283476442317,223,5,39,0.0007842506384604556,1,,,,,
223,matched_reversible,7,6909814765938088750,229,4,1125,0.022622614570974683,223,149,13109,0.26360875947636186,1,223,49689,0.9991956403708098,3,20
223,uniform_permutation,8,14790552336904137472,8,1,25732,0.5174445494580627,223,5,69,0.0013875203603531138,1,,,,,
223,matched_reversible,8,12783063904742244519,223,0,1596,0.032093949204689415,223,145,12888,0.25916467252508596,1,223,49729,1.0,0,0
223,uniform_permutation,9,8139992850223591534,13,1,26836,0.5396448752237125,223,6,108,0.0021717709988135696,1,,,,,
223,matched_reversible,9,5961261946964447673,227,3,1300,0.026141687948681856,223,142,12574,0.2528504494359428,1,223,49707,0.9995576022039454,2,11
223,uniform_permutation,10,13033322430540352715,12,1,39473,0.79376219107563,223,6,247,0.004966920710249552,1,,,,,
223,matched_reversible,10,7447407278533221002,223,1,1565,0.031470570492067,223,145,12620,0.25377546300951154,1,223,49729,1.0,0,0
223,uniform_permutation,11,13994790348404526692,4,0,45598,0.916929759295381,223,1,17,0.00034185284240583966,1,,,,,
223,matched_reversible,11,5017254831242333249,229,1,1210,0.02433187878300388,223,145,12825,0.2578978061091114,1,223,49671,0.9988336785376742,3,29
223,uniform_permutation,12,8961110441061682282,10,2,28834,0.5798226387017635,223,5,172,0.003458746405517907,1,,,,,
223,matched_reversible,12,11780834393258723555,225,3,1586,0.031892859297391864,223,145,13405,0.2695610207323694,1,223,49727,0.9999597820185405,1,1
223,uniform_permutation,13,13715105399332236090,18,2,13824,0.2779866878481369,223,11,907,0.018238854591888034,1,,,,,
223,matched_reversible,13,931450234005915241,227,1,1112,0.022361197691487863,223,145,14527,0.29212330833115485,1,223,49709,0.9995978201854049,2,10
223,uniform_permutation,14,14309689522460206449,11,1,34856,0.7009189808763499,223,5,52,0.0010456675179472742,1,,,,,
223,matched_reversible,14,734836751296057633,223,2,1434,0.028836292706469063,223,147,14896,0.29954352591043454,1,223,49729,1.0,0,0
223,uniform_permutation,15,10263809578629588049,17,1,35031,0.704438054254057,223,8,238,0.004785939793681755,1,,,,,
223,matched_reversible,15,752170519861124855,225,1,1500,0.03016348609463291,223,142,11834,0.2379697962959239,1,223,49695,0.9993162943151883,1,17
227,uniform_permutation,0,15850511917159806933,12,2,23503,0.456112092219915,227,7,240,0.0046575714646121605,1,,,,,
227,matched_reversible,0,10987800477603274663,229,2,1460,0.028333559743057308,227,147,15800,0.3066234547536339,1,227,51455,0.998563915465078,1,37
227,uniform_permutation,1,15040620558910282418,13,2,29608,0.5745890663509868,227,8,252,0.004890450037842768,1,,,,,
227,matched_reversible,1,9238038389547868775,233,2,1129,0.02190999243144637,227,146,12868,0.24972345669428866,1,227,51487,0.9991849249936928,3,21
227,uniform_permutation,2,13846505732936895925,16,1,32959,0.6396204079256341,227,9,542,0.010518348890915795,1,,,,,
227,matched_reversible,2,15038840059157031680,229,1,954,0.018513846571833338,227,145,15941,0.30935977798909353,1,227,51415,0.9977876535543092,1,57
227,uniform_permutation,3,8446513460757698931,10,3,35727,0.6933377321508277,227,8,163,0.0031632672863824256,1,,,,,
227,matched_reversible,3,10250510988288477900,231,0,1000,0.019406547769217335,227,145,13871,0.26918822410681364,1,227,51211,0.9938287178093889,2,159
227,uniform_permutation,4,13256565729019368329,18,2,27157,0.5270236177686352,227,10,352,0.006831104814764502,1,,,,,
227,matched_reversible,4,7701723160579775723,235,2,1536,0.029808457373517824,227,147,13512,0.2622212734576646,1,227,51467,0.9987967940383086,4,31
227,uniform_permutation,5,15533491251924635488,12,1,46172,0.8960391236003027,227,6,253,0.004909856585611986,1,,,,,
227,matched_reversible,5,8653210352164536534,237,4,1276,0.02476275495352132,227,147,12579,0.24411496438898483,1,227,51435,0.9981757845096936,5,47
227,uniform_permutation,6,14305478498164348824,11,2,29556,0.5735799258669875,227,7,242,0.004696384560150595,1,,,,,
227,matched_reversible,6,13105154616631888740,229,3,1539,0.029866677016825476,227,149,14830,0.28779910341749304,1,227,51527,0.9999611869044616,1,1
227,uniform_permutation,7,4031925193065478940,9,3,38673,0.750509421878942,227,6,181,0.0035125851462283375,1,,,,,
227,matched_reversible,7,9175855538991180487,227,2,1622,0.031477420481670515,227,145,13254,0.2572143841332065,1,227,51529,1.0,0,0
227,uniform_permutation,8,9565336518095300201,10,2,21844,0.42391662947078346,227,7,153,0.0029692018086902522,1,,,,,
227,matched_reversible,8,11871634521443997373,235,5,1139,0.022104057909138542,227,151,13212,0.2563993091268994,1,227,51431,0.9980981583186167,4,49
227,uniform_permutation,9,8289797836505791713,15,2,13243,0.25700091210774517,227,7,267,0.005181548254381028,1,,,,,
227,matched_reversible,9,17501664905305473782,231,1,2023,0.03925944613712667,227,150,13048,0.2532166352927478,1,227,51499,0.9994178035669234,2,15
227,uniform_permutation,10,14588935828991577717,10,0,34746,0.6742999087892255,227,4,373,0.007238642317918065,1,,,,,
227,matched_reversible,10,13048424105916045877,227,2,1424,0.027634924023365485,227,143,13203,0.25622465019697643,1,227,51529,1.0,0,0
227,uniform_permutation,11,234712725070809312,11,1,15171,0.29441673620679615,227,4,46,0.0008927011973839974,1,,,,,
227,matched_reversible,11,16580702397059249892,231,0,1325,0.025713675794212968,227,154,13873,0.2692270372023521,1,227,51399,0.9974771487900017,2,65
227,uniform_permutation,12,18098002056317728162,10,0,18159,0.3524035009412176,227,2,15,0.00029109821653826003,1,,,,,
227,matched_reversible,12,12802610076984944879,231,3,1433,0.02780958295328844,227,142,13285,0.2578159871140523,1,227,51463,0.9987191678472317,2,33
227,uniform_permutation,13,2467329378471593385,8,0,34356,0.6667313551592308,227,5,57,0.001106173222845388,1,,,,,
227,matched_reversible,13,9321588341799834837,231,0,1176,0.022822100176599584,227,151,13422,0.26047468415843505,1,227,51405,0.997593588076617,2,62
227,uniform_permutation,14,7139457215692551136,9,0,50969,0.9891323332492383,227,7,211,0.004094781579304857,1,,,,,
227,matched_reversible,14,1069625604500352328,233,2,2287,0.04438277474820004,227,153,13355,0.2591744454578975,1,227,51489,0.9992237380892313,3,20
227,uniform_permutation,15,6664839102288225622,12,2,45485,0.8827068252828504,227,7,191,0.003706650623920511,1,,,,,
227,matched_reversible,15,8348019179165043942,227,2,1364,0.026470531157212443,227,145,14290,0.2773195676221157,1,227,51529,1.0,0,0
229,uniform_permutation,0,18434363804346289863,11,0,32627,0.6221658625884328,229,5,240,0.004576571766366011,1,,,,,
229,matched_reversible,0,590399057196154474,231,3,1318,0.025133006616960014,229,150,14028,0.26750061974409334,1,229,52439,0.9999618619019469,1,1
229,uniform_permutation,1,5469779942801338482,6,0,51188,0.9761064815697641,229,3,294,0.0056063004137983635,1,,,,,
229,matched_reversible,1,576642873513970003,235,4,1057,0.020155984821036976,229,150,14527,0.2770160752083294,1,229,52359,0.9984363379798249,3,41
229,uniform_permutation,2,2069300289074936138,11,2,42638,0.813066112392975,229,7,180,0.0034324288247745086,1,,,,,
229,matched_reversible,2,758463816893015339,233,5,1747,0.03331362864933926,229,147,12696,0.242100646440762,1,229,52415,0.9995042047253103,2,13
229,uniform_permutation,3,16143666271926626852,13,0,16650,0.31749966629164206,229,3,57,0.0010869357945119276,1,,,,,
229,matched_reversible,3,2850413836633544778,239,5,1443,0.027516637745275643,229,161,15281,0.29139413817432924,1,229,52259,0.9965294330771725,5,91
229,uniform_permutation,4,71920642479681824,15,3,24006,0.4577715909307603,229,9,216,0.00411891458972941,1,,,,,
229,matched_reversible,4,12747608900929788656,231,1,1308,0.02494231612669476,229,143,13603,0.2593962739078202,1,229,52423,0.9996567571175226,1,9
229,uniform_permutation,5,3309763048217173926,10,2,26087,0.4974542819549589,229,6,286,0.005453748021586164,1,,,,,
229,matched_reversible,5,1784450150524766761,237,3,1550,0.029557025991113824,229,145,13502,0.2574702999561412,1,229,52363,0.9985126141759311,4,39
229,uniform_permutation,6,12916840853171728464,18,0,33848,0.6454491714498198,229,12,631,0.012032569935737305,1,,,,,
229,matched_reversible,6,743942324290653216,233,2,1416,0.027001773421559468,229,157,14096,0.26879731507789706,1,229,52417,0.9995423428233634,2,12
229,uniform_permutation,7,84030118932362845,6,0,44228,0.8433859003451498,229,3,244,0.0046528479624721114,1,,,,,
229,matched_reversible,7,4101297139343876654,237,2,1483,0.028279399706336646,229,157,14933,0.2847581091130985,1,229,51921,0.9900840945062069,4,260
229,uniform_permutation,8,6711652896876216508,12,3,26226,0.5001048797696459,229,7,142,0.002707804961766557,1,,,,,
229,matched_reversible,8,332527701092173628,241,4,1153,0.02198661352758338,229,158,14617,0.2787322896207166,1,229,52371,0.9986651665681432,6,35
229,uniform_permutation,9,3087593696394485601,14,1,44079,0.8405446120401976,229,12,371,0.007074617188840793,1,,,,,
229,matched_reversible,9,8206700552394082245,235,3,1133,0.021605232547052877,229,152,14685,0.28002898495452033,1,229,52211,0.9956141187238993,3,115
229,uniform_permutation,10,17485914990256515273,5,0,48668,0.928052478022921,229,2,6,0.00011441429415915028,1,,,,,
229,matched_reversible,10,15776717202788590364,233,1,1293,0.024656280391296886,229,152,15076,0.2874849831238916,1,229,52399,0.999199099940886,2,21
229,uniform_permutation,11,12984212920909356381,6,0,48098,0.9171831200778017,229,3,131,0.0024980454224747812,1,,,,,
229,matched_reversible,11,9513021620755748452,237,4,1486,0.02833660685341622,229,159,15861,0.3024541866097138,1,229,52383,0.9988939951564616,4,29
229,uniform_permutation,12,17561704870377794653,14,3,37439,0.7139261265040713,229,7,152,0.002898495452031807,1,,,,,
229,matched_reversible,12,5647800726613994002,233,1,1650,0.031463930893766326,229,151,14387,0.2743464083446159,1,229,52409,0.9993897904311512,2,16
229,uniform_permutation,13,6870943851321344428,10,0,17699,0.3375030987204668,229,3,229,0.004366812227074236,1,,,,,
229,matched_reversible,13,15958932684245040168,231,2,992,0.018916496634312847,229,149,14453,0.2756049655803665,1,229,52439,0.9999618619019469,1,1
229,uniform_permutation,14,9277340255925279120,10,1,25880,0.4935069888064682,229,7,235,0.004481226521233386,1,,,,,
