GIT OBJECT AUDIT — FIXED 82293 MERGE / 8190 RESEARCH CHECKPOINT
Actual read-only mechanical object audit; not a mathematics review.
UTC record: 2026-09-05 08:49:23 UTC (supplemental read followed).
Fixed merge: 82293de4105ccc0139acc288a26278261b3426a2
Fixed research: 8190c0499bd5edc19e97c7a8d2331076a8df5cb0
Repository: /root/autodl-tmp/hilbert-polya-structure
Workspace: /root/autodl-tmp/symbolic_dynamics
Method: git ls-tree -r -z of fixed commits; git cat-file --batch raw blob bytes compared directly with Path.read_bytes workspace bytes. No mirror file-copy comparison.
Initial preflight HEAD/origin/main=82293 and git status empty. Main fixed-object run HEAD/origin/main had advanced to 9a394ee2 through root's separate checkpoint; its start/end status were empty. Later supplemental status has only root-owned symbolic_dynamics/README.md modification, reported by root; no Git writes performed by this audit.
Primary process exit=0; compared_unique_files=842; compared_bytes=39285756
All scope inventories equal; missing=0; extra=0; mismatched_bytes=0; symlinks=0; scoped_research_to_merge_object_deltas=0
Package-local nonself manifests=36; actual rows checked against raw blobs AND workspace=1081; errors=0
These are byte/hash checks, not reruns of verifier assertions, PDF builds, proof reviews or independent scientific certification.

GROUP SUMMARY
group	physical_files	merge_files	research_files	bytes	workspace_path
paper197	82	82	82	5786542	papers/197-ternary-cyclic-sign-difference
paper199	141	141	141	6805232	papers/199-first-one-stirling-splice
paper200	117	117	117	6624922	papers/200-lex-first-alternating-switch
paper202	185	185	185	7147136	papers/202-ternary-ordered-reset
review197a	23	23	23	1287465	docs/papers197_201_sequence/reviews/p197_a
review197b	32	32	32	1728052	docs/papers197_201_sequence/reviews/p197_b
review199a	25	25	25	1115586	docs/papers197_201_sequence/reviews/p199_a
review199b	28	28	28	1476693	docs/papers197_201_sequence/reviews/p199_b
review200a	28	28	28	1751722	docs/papers197_201_sequence/reviews/p200_a
review200b	28	28	28	1767587	docs/papers197_201_sequence/reviews/p200_b
review202a	44	44	44	1487571	docs/papers197_201_sequence/reviews/p202_a
review202b	41	41	41	1671806	docs/papers197_201_sequence/reviews/p202_b
mct_scout	10	10	10	45712	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905
mct_temporal	11	11	11	28741	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905
mct_stage1	13	13	13	63331	docs/papers197_201_sequence/reviews/mct_stage1_20260905
mct_supplement	13	13	13	15897	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905
breadth_snapshots	15	15	15	246230	docs/papers197_201_sequence/breadth_snapshots
breadth_index	1	1	1	28690	docs/papers197_201_sequence/STAGE1_BREADTH_INDEX.tsv
breadth_reconciliation	1	1	1	18446	docs/papers197_201_sequence/BREADTH_RECONCILIATION.md
lfctr_correction	1	1	1	2692	docs/papers197_201_sequence/LFCTR_HISTORY_COUNT_CORRECTION.md
mct_adjudication	1	1	1	6723	docs/papers197_201_sequence/MCT_ROOT_ADJUDICATION.md
historical_artifact_snapshot	1	1	1	135092	docs/research_state/ARTIFACT_SNAPSHOT_2026-09-05.json
historical_paper_index	1	1	1	43888	docs/research_state/PAPER_ARTIFACT_INDEX.tsv

PER-FILE EXACT BYTE RESULTS
group	git_blob_oid	git_mode	bytes	git_sha256	workspace_sha256	result	path
review202b	d3b6d1d3dcdfa631a3e22331aba657c9673df555	100644	407	961fdb21ca3a73788a351657e86ed3c3ab6c41dd78dc2b8f3f22d256225df3be	961fdb21ca3a73788a351657e86ed3c3ab6c41dd78dc2b8f3f22d256225df3be	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p202_b/qa/source_metadata/LyuSivakoff2019.bib
review202b	331856cb40a75adf83edd8f68307ae0e909c7b09	100644	273137	001e0a541f07893ceb19ad2977b4210aff4cf5e05a3b4407324663f1f7165c49	001e0a541f07893ceb19ad2977b4210aff4cf5e05a3b4407324663f1f7165c49	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p202_b/qa/visual/page-1.png
review202b	5febaae235ed0b1d7b372f7799de670236f597a3	100644	334755	32166030afe6ea96ec440eaa27279fcbd574f37400db9c822018af4c553d726e	32166030afe6ea96ec440eaa27279fcbd574f37400db9c822018af4c553d726e	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p202_b/qa/visual/page-2.png
review202b	af649e867405db6059b530dadf8376f52d5bcb0e	100644	304500	3aee22effa4864ee0a324e71978162f670274f2bee51a89427ba9945cd98d90e	3aee22effa4864ee0a324e71978162f670274f2bee51a89427ba9945cd98d90e	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p202_b/qa/visual/page-3.png
review202b	629ce7692653a927826fa6eafa824e886285eb97	100644	250021	fe3eb16c80e6a11e03118c0a2fcb2b33ed3e93b5f1d220815acd97962f2d281a	fe3eb16c80e6a11e03118c0a2fcb2b33ed3e93b5f1d220815acd97962f2d281a	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p202_b/qa/visual/page-4.png
review202b	6b38c344c69a2658cc7240b6add96be10ba73219	100644	10799	6f2e146854b12e2490d9b383bab1d1e55686619457d8e7a5d7affe57c34f5835	6f2e146854b12e2490d9b383bab1d1e55686619457d8e7a5d7affe57c34f5835	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p202_b/verify_flux_powers.py
mct_scout	c26100679f149fd5ffdbd76e411f64ccbf312df7	100644	2156	ed9ad60c5dc168b930f3512a8fe101ed9dba90b45c281bc9ff43638a92c24f18	ed9ad60c5dc168b930f3512a8fe101ed9dba90b45c281bc9ff43638a92c24f18	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/CANONICAL.txt
mct_scout	ca2897ff88b298935e9998c81bde99d7304ddf2d	100644	4701	06e378c7e6086d326037e1bb01be4b4c603eb33ba44d3acddcec0c50b68fd500	06e378c7e6086d326037e1bb01be4b4c603eb33ba44d3acddcec0c50b68fd500	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/CONTRACT.md
mct_scout	66a177b05e6557b842f04a43981154d34408786d	100644	11250	845f386a6be557516229e657534496527adb1fffb2fe5f8bf0dc312ead24bd1a	845f386a6be557516229e657534496527adb1fffb2fe5f8bf0dc312ead24bd1a	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/INVERSE_THEOREM.md
mct_scout	a46df039dbe2014b9ccd8e17dfe6ce45ec9d7037	100644	1048	b15628644cdc815deaaefdbc2a23f7c6d928a63ec839f37de541a50e5ba0c673	b15628644cdc815deaaefdbc2a23f7c6d928a63ec839f37de541a50e5ba0c673	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/PINNED_INPUTS_SHA256SUMS
mct_scout	876aaf27d4c61a8df74a66aca6a7392c435f656b	100644	2550	92f3e7333ed2eaaa95b34d4e034e753653003dd369661e4906a15848d4f6b05f	92f3e7333ed2eaaa95b34d4e034e753653003dd369661e4906a15848d4f6b05f	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/README.md
mct_scout	14520ace1b50ecf6b4d559a1739ce0607d854349	100644	2614	ee530e24e85e3e8e3aa46978f95e0a0f8e6341536344c3faea328fcf404928cf	ee530e24e85e3e8e3aa46978f95e0a0f8e6341536344c3faea328fcf404928cf	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/REPLAY_LOG.md
mct_scout	1db6ea49c7d0a45cd501d21810148835c7646ab4	100644	2742	767a3bfd78bba3329ecc06141a4a79f88cfd5ac98f7908848b0f49a913844396	767a3bfd78bba3329ecc06141a4a79f88cfd5ac98f7908848b0f49a913844396	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/SCOUT_LEDGER.md
mct_scout	d0e89c511c6e73c0433262ec2be639a5e0a3ad62	100644	729	90918cef587de27f99968afbbf951b56d57f27af404a2f2b4754808f47fc97a8	90918cef587de27f99968afbbf951b56d57f27af404a2f2b4754808f47fc97a8	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/SHA256SUMS
mct_scout	72e7280286ce6f0b9cb411c06a6591178b0d7f13	100644	8696	c3f1f0d7063a1fa531d0b4d624bf6f5dfccb40dea79eee6fff525edc483e6b58	c3f1f0d7063a1fa531d0b4d624bf6f5dfccb40dea79eee6fff525edc483e6b58	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/SOURCE_OWNER.md
mct_scout	d241826a1efbaf7bc72fab17e39cc9135366b550	100644	9226	1e40d08722268ab476a8687d1f0204a5dd3f5b2dc6c7046eb0d887c63d36b937	1e40d08722268ab476a8687d1f0204a5dd3f5b2dc6c7046eb0d887c63d36b937	BYTE_EQUAL	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905/probe.py
mct_temporal	a5161b6409ddc0fd02cc4b28e65c8666f7cdd64d	100644	418	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/CANONICAL.txt
mct_temporal	2fe4d3a3ffcc20d31c4f770afddbe95a756aa9d2	100644	566	c987e124c592ff63f2eba5d121b1e105e1d1d71f5a27f3aeb74dfc1700900189	c987e124c592ff63f2eba5d121b1e105e1d1d71f5a27f3aeb74dfc1700900189	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/PINNED_INPUTS.sha256
mct_temporal	492297d5c5d1f3a17024612b18c6f6346ffa0e46	100644	2929	0ea1ce4f48ad4be416402bde61e8e78e2e24d36441c53f4b0fd44c3194378ecc	0ea1ce4f48ad4be416402bde61e8e78e2e24d36441c53f4b0fd44c3194378ecc	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/PRESSURE_REPORT.md
mct_temporal	9bd6ce1a57fcb239d057dc859617bf10c7833577	100644	10619	25ba4d29400ee7047fac588c3e8ba64cd55bf3782368a96bf4fb88dcbd5b85f8	25ba4d29400ee7047fac588c3e8ba64cd55bf3782368a96bf4fb88dcbd5b85f8	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/PROOF_PACKAGE.md
mct_temporal	e9e79df6c8c433cef6b8b1a2a0c694a040d8a8c9	100644	1013	1f86e629048515eec58eb92e8975ae578eb094520ad70356f7428ad36ce51f3f	1f86e629048515eec58eb92e8975ae578eb094520ad70356f7428ad36ce51f3f	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/REPLAY_RECEIPT.md
mct_temporal	a5161b6409ddc0fd02cc4b28e65c8666f7cdd64d	100644	418	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/RUN1.txt
mct_temporal	a5161b6409ddc0fd02cc4b28e65c8666f7cdd64d	100644	418	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/RUN2.txt
mct_temporal	fbfabeb4a5889e1fc3bf73261e77857b1ea30542	100644	836	7566a9edb7e200b2a67f29fb1e609c825d89522242b0f73306c196fc57a64c1f	7566a9edb7e200b2a67f29fb1e609c825d89522242b0f73306c196fc57a64c1f	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/SHA256SUMS
mct_temporal	40ef7f6c5f497591c5f5e93668c3412b75821900	100644	3627	4181c317496b1797f694d3b23aab07f5ed542bc09d2eef1a21b797b8e97e3fba	4181c317496b1797f694d3b23aab07f5ed542bc09d2eef1a21b797b8e97e3fba	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/SOURCE_OWNER_BOUNDARY.md
mct_temporal	adf15ed51ee30cc0f653d49ce091cfda20e3e980	100644	2665	a335f307affd4d7e248886f05da8b50ddcceaaa0de319f21655c4e91641b7df5	a335f307affd4d7e248886f05da8b50ddcceaaa0de319f21655c4e91641b7df5	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/probe_independent.py
mct_temporal	1ec95fcb78869818db6f01dcea3a83b0b382d314	100644	5232	8cce1feebbe5857ae3ce258856b26b0a04141d4bb8943fa6925405f00adf3295	8cce1feebbe5857ae3ce258856b26b0a04141d4bb8943fa6925405f00adf3295	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905/verify_mct_temporal.py
mct_stage1	1f554ff0eb59e78466f676858909591839b5680d	100644	1500	feaaf94a5f68857cf897563a77308934c7bc6ab4ac12ce5added722e1abe5c19	feaaf94a5f68857cf897563a77308934c7bc6ab4ac12ce5added722e1abe5c19	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/CANONICAL.txt
mct_stage1	13437fac8fa093616690b51dcad49a7dea6d359b	100644	3355	45fe99e055654e13168a5e4dd137f0daaca3536b648b99d2ddb58c478f876d40	45fe99e055654e13168a5e4dd137f0daaca3536b648b99d2ddb58c478f876d40	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/DELTA.md
mct_stage1	8fd88e0b2736d1985d7abf0c5e18657d70c20744	100644	3790	e4b0e61f8ff4c54ea7327afd2a909fbbda8c543e738c01434c14bd61916646aa	e4b0e61f8ff4c54ea7327afd2a909fbbda8c543e738c01434c14bd61916646aa	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/INPUT_CHECK_RECEIPT.txt
mct_stage1	9ae67daa0828e3649a870daae0f201d1e56d21a6	100644	2731	2275903647ff1a85add05b1f25fa020c665aba3dd81cd1dc724acefa82557da8	2275903647ff1a85add05b1f25fa020c665aba3dd81cd1dc724acefa82557da8	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/INTAKE.md
mct_stage1	889468275a16dc9fa3a785a72a1a4846f3c02e47	100644	2914	8b479d5eebf38b8de0844db95fee0320d209759eaa55aeb6b4717c35017fe97d	8b479d5eebf38b8de0844db95fee0320d209759eaa55aeb6b4717c35017fe97d	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/PINNED_INPUTS.sha256
mct_stage1	69d604bd3de04be791cfdf0f9c1c0783328648de	100644	12024	afb591ede04222904c2095ad019f3816e03d3c4738576c8d28652c73a9ca3e8c	afb591ede04222904c2095ad019f3816e03d3c4738576c8d28652c73a9ca3e8c	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/PROOF_REDERIVATION.md
mct_stage1	1f554ff0eb59e78466f676858909591839b5680d	100644	1500	feaaf94a5f68857cf897563a77308934c7bc6ab4ac12ce5added722e1abe5c19	feaaf94a5f68857cf897563a77308934c7bc6ab4ac12ce5added722e1abe5c19	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/REPLAY1.txt
mct_stage1	1f554ff0eb59e78466f676858909591839b5680d	100644	1500	feaaf94a5f68857cf897563a77308934c7bc6ab4ac12ce5added722e1abe5c19	feaaf94a5f68857cf897563a77308934c7bc6ab4ac12ce5added722e1abe5c19	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/REPLAY2.txt
mct_stage1	f4fbb02038dbcde042be3e261ae9c69bcbe239d4	100644	4101	35e8ae75bcf9a0619a2615606164870d7d5ae470e7a00ee3b62b73f665f6714f	35e8ae75bcf9a0619a2615606164870d7d5ae470e7a00ee3b62b73f665f6714f	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/REPLAY_LOG.md
mct_stage1	5c0ae49f269db844f8b978ed75fe37d30943e9c7	100644	989	d018b994d4caa8cd5157a0ccdfe453b69baa160f05fa58eb1856e0361a85b4b5	d018b994d4caa8cd5157a0ccdfe453b69baa160f05fa58eb1856e0361a85b4b5	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/SHA256SUMS
mct_stage1	0c3ec1ba3e2b6fac5721284be59f3a8b64b653b7	100644	10549	965b5c70672043c2d81ea28fe13079d134b78c4e716b7da4aa50139b5bbe0485	965b5c70672043c2d81ea28fe13079d134b78c4e716b7da4aa50139b5bbe0485	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/SOURCE_OWNER_AUDIT.md
mct_stage1	1d6d9bed5a5c68f271adaf4f8382c9dc2c7cefb6	100644	6827	4b2c8124144d14d2043928b8caeeb7fd83b8584683e57cc9e9538a857429cdc0	4b2c8124144d14d2043928b8caeeb7fd83b8584683e57cc9e9538a857429cdc0	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/STAGE1_GATE.md
mct_stage1	12e78f840a68bc0c72ef2e23f3a53b010af0d360	100644	11551	d2b69d2991681ff3105ccd90d9a5ed0930808ebe005e447a90de3ccce3f39013	d2b69d2991681ff3105ccd90d9a5ed0930808ebe005e447a90de3ccce3f39013	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_stage1_20260905/verify_independent.py
mct_supplement	6e1302b0f05bb9ae3438f6fa8b08db410bc85443	100644	564	7f7eddf769a8d375ff90ead47f439fc9a42f8e6801f2b09fd798585b3b8fbeb7	7f7eddf769a8d375ff90ead47f439fc9a42f8e6801f2b09fd798585b3b8fbeb7	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/BOUNDED_OLD_BYTE_SEARCH.txt
mct_supplement	efa95e45a7e7ea59219e288c08b4c53b630a5b07	100644	171	5125256ac6e03170162739d1072d8d1a2ae5ddb378af032468e2ada619a43db3	5125256ac6e03170162739d1072d8d1a2ae5ddb378af032468e2ada619a43db3	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/CURRENT_AUTHOR_PACKAGE_CHECK.txt
mct_supplement	b3f3834aa0bc2a13459157e060c7c340fdb8e2d5	100644	1229	fd65f8f4ecae6cab6d544a87a0459a47dd3f3518a0fd8cd6595b0ea0733270ca	fd65f8f4ecae6cab6d544a87a0459a47dd3f3518a0fd8cd6595b0ea0733270ca	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/DEPENDENCY_AND_IDENTITY_CHECK.txt
mct_supplement	588a1149205e3df97b4170b97326f34371edbee4	100644	216	22b977149d7b30db828f87522552934c1eb69842606ad5565f2b86a156d73779	22b977149d7b30db828f87522552934c1eb69842606ad5565f2b86a156d73779	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/FROZEN_PACKAGE_CHECK.txt
mct_supplement	e12e77909f56d9277249a880449b94e6a7132b46	100644	1017	f74774f37a7841e3cff0b541bfa8d8ce4e8d60afdcda799bb3e99499ea0ee7a4	f74774f37a7841e3cff0b541bfa8d8ce4e8d60afdcda799bb3e99499ea0ee7a4	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/NEW_INPUT_PIN_CHECK.txt
mct_supplement	33f3d53fb0801f9e6bd14eba1d2511b007a810be	100644	376	986840d5bd1d5255f8a03081f23896648efca6e10065b0a3d4ce8f21934da369	986840d5bd1d5255f8a03081f23896648efca6e10065b0a3d4ce8f21934da369	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/OLD_INPUT_PIN_CHECK.txt
mct_supplement	bb1b516347f16b7382b371737edf5c38e59f2d37	100644	1761	3f210297bf00aa5d90f7679df1ff0fe0980192364e3207c41097e88c543f30cc	3f210297bf00aa5d90f7679df1ff0fe0980192364e3207c41097e88c543f30cc	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/PINNED_INPUTS.sha256
mct_supplement	735aa08a632ef1e425960da8b03f9be453a0fa1e	100644	7666	6d1b1eaa25d18ce5ed0e036ab73f054476244117214da2ecacb37cd3332144af	6d1b1eaa25d18ce5ed0e036ab73f054476244117214da2ecacb37cd3332144af	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/PROVENANCE_RECEIPT.md
mct_supplement	f95d73aa77acd4f580caff2209579dffcd44faef	100644	641	2bc3a66737a4663234e02c606a5cb8ab8cd643087d90de77b7bca33d38ddf6ea	2bc3a66737a4663234e02c606a5cb8ab8cd643087d90de77b7bca33d38ddf6ea	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/README.md
mct_supplement	ace872790c703f2ed248b1e4e8dfab4651780434	100644	367	cd2d408d89033c7588a02113d2775fd6ec77688b0c256324c615b7396cfa3851	cd2d408d89033c7588a02113d2775fd6ec77688b0c256324c615b7396cfa3851	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/REPLAY_COMPARISON.txt
mct_supplement	a5161b6409ddc0fd02cc4b28e65c8666f7cdd64d	100644	418	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/RUN1.txt
mct_supplement	a5161b6409ddc0fd02cc4b28e65c8666f7cdd64d	100644	418	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	8ef4b48a22d04127e71224d0f5edd43be7d4f6347621332d5b1ded2e1cb99395	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/RUN2.txt
mct_supplement	d7ad80fb93488fef4c0e4b3c3eff1ff63097d209	100644	1053	5ea6b43815f43e5dfb7f8a0d8146ca59226a246ccda3443efaf1b96c4ecd98ff	5ea6b43815f43e5dfb7f8a0d8146ca59226a246ccda3443efaf1b96c4ecd98ff	BYTE_EQUAL	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905/SHA256SUMS
breadth_snapshots	2e3d634257183b89a8034045d6320f1853af8934	100644	15697	c270ee3dcb6761c49b58cbf62176233a36a4be394804152e786a7070cc9e5638	c270ee3dcb6761c49b58cbf62176233a36a4be394804152e786a7070cc9e5638	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/first_replacement54_20260905/BREADTH_RECONCILIATION.md
breadth_snapshots	abd367f079059663b0bab721569688e1d315549c	100644	183	4991f7c8cb16abc1bf6bac5d251b0646737a0b1ab49a3cca69d5a8cc84190721	4991f7c8cb16abc1bf6bac5d251b0646737a0b1ab49a3cca69d5a8cc84190721	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/first_replacement54_20260905/SHA256SUMS
breadth_snapshots	0906f4ca82a08c6035a39d3adde2a50aafcdd023	100644	26171	18a93958a656615a31a4313845bdffad28a4365d166d06b744a661a9dec165dc	18a93958a656615a31a4313845bdffad28a4365d166d06b744a661a9dec165dc	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/first_replacement54_20260905/STAGE1_BREADTH_INDEX.tsv
breadth_snapshots	2d1557f9b12091cb9ac5f08861b99b6862acc131	100644	13613	dfc7c4461ddc8f298ea59486715d7ad5908c72ca80429b739fa20d98a453707e	dfc7c4461ddc8f298ea59486715d7ad5908c72ca80429b739fa20d98a453707e	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/five_seat_freeze51_20260905/BREADTH_RECONCILIATION.md
breadth_snapshots	e83754db1bcbc9d3e743d9c293406d2d10c77618	100644	24120	7cb096dc89d39d64e36d3597e541d65f908dd26b041aa139271e824efb061c9c	7cb096dc89d39d64e36d3597e541d65f908dd26b041aa139271e824efb061c9c	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/five_seat_freeze51_20260905/STAGE1_BREADTH_INDEX.tsv
breadth_snapshots	d06c63abe14b106def831ca3280ea0d93834b4f7	100644	17230	c3f4b049c6a6ad4089f553794c44c475ddc6ceac2e39f3c5dcefec737483092f	c3f4b049c6a6ad4089f553794c44c475ddc6ceac2e39f3c5dcefec737483092f	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/mct_provisional58_20260905/BREADTH_RECONCILIATION.md
breadth_snapshots	504edef19d0cd4a6e3d8c7092b358ef0cd102353	100644	183	6219985fd4a253fe7483e5d0aa81946a18cd8a92619c66a07c0fa513a769f414	6219985fd4a253fe7483e5d0aa81946a18cd8a92619c66a07c0fa513a769f414	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/mct_provisional58_20260905/SHA256SUMS
breadth_snapshots	e6e79dcd669577310e7eb727c68b40cb5b7fa9bb	100644	28540	94034216b0baf606482875df743ed6e03b0d5ade2e2380546c0590378feab4d8	94034216b0baf606482875df743ed6e03b0d5ade2e2380546c0590378feab4d8	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/mct_provisional58_20260905/STAGE1_BREADTH_INDEX.tsv
breadth_snapshots	26ea5c6f25ea12e4c0ba5153e35e0deb66814079	100644	14472	7b0d3444a428780cb556470cb8b4c58a77646a624bea7e894061a4f8ac903749	7b0d3444a428780cb556470cb8b4c58a77646a624bea7e894061a4f8ac903749	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/post_withdrawal50_20260905/BREADTH_RECONCILIATION.md
breadth_snapshots	719d1abfac79df866ae79c6602696aff8e41c853	100644	24382	dbb6b1edbdebc0cfb30dc737f8f4e4f3083b26c4e723527000ae2bff0b367da9	dbb6b1edbdebc0cfb30dc737f8f4e4f3083b26c4e723527000ae2bff0b367da9	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/post_withdrawal50_20260905/STAGE1_BREADTH_INDEX.tsv
breadth_snapshots	f991032a5bbc154dc02d0f3b3f5799eb8cb9e74d	100644	13033	4a12bc23ed666ff41128ce227e705907488b56c133f700604f669e94c89f8d78	4a12bc23ed666ff41128ce227e705907488b56c133f700604f669e94c89f8d78	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/prefreeze51_20260905/BREADTH_RECONCILIATION.md
breadth_snapshots	eca88874d2503cc2ed4310289d55a571765106b5	100644	24044	b3199d1c19b64c7da9890389ff5e123e14ecc15202d253c141e0acd8dc6980b4	b3199d1c19b64c7da9890389ff5e123e14ecc15202d253c141e0acd8dc6980b4	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/prefreeze51_20260905/STAGE1_BREADTH_INDEX.tsv
breadth_snapshots	c32a6d2a97d608f2867ceb6aeda584d2811a91ef	100644	16520	50683e7c16e13522b83130ef5891885350508079b0b648f365b5836d0c9c0b73	50683e7c16e13522b83130ef5891885350508079b0b648f365b5836d0c9c0b73	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/second_replacement57_20260905/BREADTH_RECONCILIATION.md
breadth_snapshots	00837940e0c6a929adb54f2157e162b82f4a1ee0	100644	183	b092d0697160edf8cb1f5f93afb124494a252235b3770d90381f43b51ac61fd4	b092d0697160edf8cb1f5f93afb124494a252235b3770d90381f43b51ac61fd4	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/second_replacement57_20260905/SHA256SUMS
breadth_snapshots	72d3ccaa893a072221c712159900fbef1aede8bd	100644	27859	4b92e049e0768c898c0b3ef1c228957968889de4f3acf10209e6d1a5c1577ac5	4b92e049e0768c898c0b3ef1c228957968889de4f3acf10209e6d1a5c1577ac5	BYTE_EQUAL	docs/papers197_201_sequence/breadth_snapshots/second_replacement57_20260905/STAGE1_BREADTH_INDEX.tsv
